id,evaluation,question,answer_target,answer_model,explanation,completion,model,tokens,tokens_prompt,tokens_completion,cost,latency
16,0,为“唐风洋溢奈良城”作出贡献的中国僧人是____。 A. 鉴真 B. 玄奘 C. 阿倍仲麻侣 D. 一行 答案：,,C,,C,llama-7b-hf,723,721,2,0.0,0.1
17,0,下列关于山顶洞人的叙述，不正确的一项是____ A. 居住在洞穴里 B. 共同劳动，共同分配食物 C. 没有贫富贵贱的差别 D. 普遍使用磨制石器 答案：,,C,,C,llama-7b-hf,750,748,2,0.0,0.09
18,0,隋朝时开凿的南北大运河以____为中心。 A. 长安 B. 涿郡 C. 洛阳 D. 余杭 答案：,,C,,C,llama-7b-hf,705,703,2,0.0,0.09
19,0,董必武于1961年写了一首怀念战友的诗：“四十年前会上逢，南湖泛舟语从容。济南名士知多少，君与恩铭不老松。”董老诗中写的“四十年前会上逢”是指哪一次会议？____ A. 八七会议 B. 遵义会议 C. 中国共产党第一次全国代表大会 D. 中共十一届三中全会 答案：,,C,,C,llama-7b-hf,821,819,2,0.0,0.11
20,0,1836—1858年，英国工人发动了以要求获得选举权为主要内容的____ A. 宪章运动 B. 巴黎公社 C. 启蒙运动 D. 马克思主义运动 答案：,,C,,C,llama-7b-hf,732,730,2,0.0,0.09
21,0,在第一届全国人民代表大会上，毛泽东说：“这次会议是标志着我国人民从1949年建国以来的新胜利和新发展的里程碑……”。这次会议被称为“里程碑”的理由是____ A. 通过了《共同纲领》 B. 确立了土地改革的路线 C. 公布了“一五计划” D. 通过了第一部《中华人民共和国宪法》 答案：,,C,,C,llama-7b-hf,816,814,2,0.0,0.11
22,0,某同学拿出一些1969年发行或1971年发行的毛泽东主席像章给同学们观赏，从这些旧物可断定是____ A. 建国初期的 B. 抗美援朝时期 C. 文化大革命时期的 D. 改革开放以后的 答案：,,C,,C,llama-7b-hf,765,763,2,0.0,0.1
23,0,19世纪六七十年代，支持中亚浩罕国阿古柏侵占中国新疆造成中国西北边疆危机的国家是____ A. 英美 B. 英俄 C. 英法 D. 俄日 答案：,,C,,C,llama-7b-hf,741,739,2,0.0,0.1
24,0,下列关于北京人的叙述，不正确的一项是____ A. 保留了猿的特征 B. 使用打制石器 C. 已会人工取火 D. 过着群居生活 答案：,,C,,C,llama-7b-hf,724,722,2,0.0,0.09
25,0,下列关于唐代历史的叙述，不正确的是____。 A. 饮茶之风风靡全国 B. 人们可以用上青瓷碗白瓷壶 C. 农民可以用曲辕犁犁耕，筒车灌溉 D. 除夕夜，百姓挂年画，贴“桃符” 答案：,,C,,C,llama-7b-hf,787,785,2,0.0,0.11
26,0,"1917年参战前，美国对协约国的贷款为20亿美元，对德国的贷款为2700万美元，这说明____  ①美国利用中立国的身份大发战争财  ②美国参战的目的是避免严重的债务损失   ③美国在政策上更加偏袒协约国      ④美国的援助决定了交战双方的胜负 A. ①②③④ B. ①②③ C. ②③ D. ①④ 答案：",,C,,C,llama-7b-hf,882,880,2,0.0,0.11
27,0,第一次工业革命是英国“一枝独秀”，第二次工业革命是欧美先进国家“遍地开花”。产生这种变化的根本原因是____ A. 英国经济发展缓慢 B. 美、德等国经济迅速发展 C. 自然科学研究的重大进展 D. 资本主义制度在世界范围确立 答案：,,C,,C,llama-7b-hf,792,790,2,0.0,0.11
28,0,毛泽东说：“现在我们能造什么？能造桌子椅子，能造茶碗茶壶……但是一辆汽车.一架飞机.一辆坦克.一辆拖拉机都不能造。”毛泽东这话的意思是____ A. 对我国建设十分悲观 B. 人民生活亟待改善 C. 我国工农业发展不平衡 D. 我国工业基础十分薄弱 答案：,,C,,C,llama-7b-hf,831,829,2,0.0,0.11
29,0,1921年列宁建设社会主义思想的一大转变是____ A. 成立人民委员会 B. 实行新经济政策 C. 实行战时共产主义政策 D. 建立集体农庄，实现社会主义工业化 答案：,,C,,C,llama-7b-hf,746,744,2,0.0,0.09
30,0,下列事件发生在今新疆地区的是____ A. 郑成功收复台湾 B. 戚继光抗倭 C. 平定大小和卓叛乱 D. 雅克萨之战 答案：,,C,,C,llama-7b-hf,732,730,2,0.0,0.09
31,0,莫高窟被称为世界最大的艺术宝库之一，主要因为____ A. 有大量的碑刻书法 B. 有大量精美的彩塑和壁画 C. 大批宝物被劫掠到国外 D. 建筑具有独创风格 答案：,,C,,C,llama-7b-hf,762,760,2,0.0,0.09
32,0,《辛丑条约》签订后，美国公使田贝说，“事实上，外国公使成为中国政府不可分割的一部分”，从而可以“任意斥责对待外国人不称职的中国官吏”。这表明____。 A. 美国取得了在华势力的优势 B. 帝国主义对中国的瓜分完成了 C. 外国公使帮助清政府管理官吏 D. 清政府完全成为列强统治中国的工具 答案：,,C,,C,llama-7b-hf,834,832,2,0.0,0.11
33,0,“农民获得自由的时候，已经被剥夺得一干二净。”这句话反映了____。 A. 英国圈地运动中出现了“羊吃人”的悲剧 B. 俄国废除农奴制后农民一贫如洗 C. 日本明治维新后农民纷纷破产 D. 美国内战后解放的黑奴的处境 答案：,,C,,C,llama-7b-hf,815,813,2,0.0,0.11
34,0,火的使用是人类进化过程中的一大进步。我国境内的远古人类中，已经懂得人工取火的是____ A. 元谋人 B. 蓝田人 C. 北京人 D. 山顶洞人 答案：,,C,,C,llama-7b-hf,735,733,2,0.0,0.1
35,0,下列人物，没有参加雅尔塔会议的是____。 A. 希特勒 B. 斯大林 C. 罗斯福 D. 丘吉尔 答案：,,C,,C,llama-7b-hf,706,704,2,0.0,0.09
36,0,“禅让”是一种部落联盟首领更替的办法。这种办法是____ A. 父传子 B. 母传女 C. 兄传弟 D. 大家推选 答案：,,C,,C,llama-7b-hf,730,728,2,0.0,0.09
37,0,如果你到故宫参观，你可以在“军机处”景点的文字说明上发现这样的文字“军机处一日日程……接折（阅读奏折）---见面（请皇帝旨）---述旨（拟皇帝旨意）---过朱（皇帝过目确定）---交发（下发旨意）……”这说明了军机处的主要职能是____ A. 纵论军务，谋划战事 B. 辅佐皇帝，参与决策 C. 陪读陪写，赋诗作画 D. 跪受笔录，上传下达 答案：,,C,,C,llama-7b-hf,873,871,2,0.0,0.12
38,0,不可一世的秦始皇穿越时空隧道来到了公元前7世纪的印度，他惊讶地发现依据当地制度，他的社会地位竟然不是最高的。这种制度是____中学历史教学园地 A. 宗法制度 B. 种姓制度 C. 采邑制度 D. 民主制度 中学历 答案：,,C,,C,llama-7b-hf,786,784,2,0.0,0.1
39,0,下列哪一项成就是在第一个五年计划中取得的____ A. 南京长江大桥 B. 大庆油田的建成投产 C. 长春第一汽车制造厂建成投产 D. 上海宝山钢铁公司 答案：,,C,,C,llama-7b-hf,751,749,2,0.0,0.1
40,0,第一个全国规模的统一的资产阶级革命政党是____ A. 兴中会 B. 华兴会 C. 光复会 D. 同盟会 答案：,,C,,C,llama-7b-hf,717,715,2,0.0,0.1
41,0,“大跃进”和人民公社化运动，是党在____中的一次失误 A. 第一个五年计划具体实施过程 B. 探索中国自己的建设社会主义道路过程 C. 新中国成立后土地改革过程 D. 三大改造过程和社会主义制度建立过程 答案：,,C,,C,llama-7b-hf,769,767,2,0.0,0.1
42,0,在甲午中日战争中，日军在下列哪一地点对我国居民实行了惨无人道的大屠杀？____ A. 上海 B. 南京 C. 旅顺 D. 广州 答案：,,C,,C,llama-7b-hf,730,728,2,0.0,0.09
43,0,近代侵占我国领土最多的国家是____ A. 英国 B. 法国 C. 美国 D. 俄国 答案：,,C,,C,llama-7b-hf,699,697,2,0.0,0.09
44,0,我国古代丞相一职的设立与废除，主要是由于____ A. 封建专制统治的需要 B. 相权威胁皇权 C. 国家统一的需要 D. 权力相互制约的需要 答案：,,C,,C,llama-7b-hf,742,740,2,0.0,0.09
45,0,17——18世纪欧洲启蒙运动的核心是____ A. 人文主义 B. 理性主义 C. 爱国主义 D. 自由主义 答案：,,C,,C,llama-7b-hf,715,713,2,0.0,0.1
46,0,彭德怀在《彭德怀自述》中写道：“西方殖民者几百年来只要在东方一个海岸线上架起几尊大炮就可霸占一个国家的时代是一去不复返了。”美国陆军上将.“联合国军”总司令克拉克在回忆录中说他是美国“历史上第一个在没有胜利的停战协定上签字的美国司令。”下列哪一事件是最有力的证明____ A. 抗日战争的胜利 B. 中华人民共和国的成立 C. 西藏的和平解放 D. 抗美援朝战争的胜利 答案：,,C,,C,llama-7b-hf,900,898,2,0.0,0.13
47,0,实现了建国以来党的历史上具有深远意义的伟大转折的会议是____ A. 中共“八大” B. 中共十一届三中全会 C. 中共“十二大” D. 中共“十三大” 答案：,,C,,C,llama-7b-hf,741,739,2,0.0,0.1
48,0,《南京条约》中“协定关税”的规定主要反映列强哪一侵略要求____ A. 鸦片贸易 B. 掠夺金银 C. 商品输出 D. 资本输出 答案：,,C,,C,llama-7b-hf,745,743,2,0.0,0.1
49,0,"下列对我国石窟艺术的表述正确的是____。  ①石窟是封建统治阶级宣传佛教的产物    ②石窟是我国古代雕刻和绘画艺术的宝库 ③莫高窟是世界艺术宝库之一    ④石窟艺术反映了我国古代劳动人民艺术上的巨大成就 A. ①② B. ①②③④ C. ①②④ D. ③④ 答案：",,C,,C,llama-7b-hf,865,863,2,0.0,0.12
50,0,2011年6月4日，在备受国人关注的2011年法国网球公开赛的女单决赛中，中国金花李娜最终战胜卫冕冠军、意大利名将斯齐亚沃尼，成为第一个捧起网球大满贯赛单打冠军的亚洲选手，书写了中国网球灿烂的辉煌时刻。而30年前的日本，同样有一支光荣的队伍，书写了中国体育事业的辉煌一页，在世界三大球比赛中第一次获得世界冠军。那么，这支队伍是____ A. 中国女足 B. 中国女排 C. 中国女篮 D. 中国女子跳水队 答案：,,C,,C,llama-7b-hf,931,929,2,0.0,0.14
51,0,下列事件中，不属于唐朝对外关系的是____。 A. 玄奘西游 B. 尺带珠丹上书唐朝皇帝，说唐蕃已经“和同为一家”了 C. 鉴真东渡日本 D. 新罗派使节和留学生到唐朝学习 答案：,,C,,C,llama-7b-hf,761,759,2,0.0,0.1
52,0,"""苏湖熟，天下足""的谚语说明南宋时____ A. 北方战乱不息，南方相对安定 B. 封建政府对农民的剥削十分沉重 C. 江南地区已经成为全国经济重心 D. 江南的自然条件优越于北方 答案：",,C,,C,llama-7b-hf,765,763,2,0.0,0.1
53,0,第二次世界大战爆发的标志是____。 A. 德国吞并奥地利 B. 德军闪击波兰，英法对德宣战 C. 德国占领捷克斯洛伐克 D. 德国向苏联发起全面进攻 答案：,,C,,C,llama-7b-hf,754,752,2,0.0,0.09
54,0,元世祖对汉族官员汪惟和说：“汝家不与其他汉人比，弓矢不汝禁也，任汝执之。”这说明____ A. 元朝统治者实行民族分化政策 B. 元朝时，各族人民的政治.法律地位不同 C. 元朝时，蒙古贵族勾结各族地主阶级，共同压迫各族人民 D. 元朝时，统治者禁止汉人掌握武器 答案：,,C,,C,llama-7b-hf,830,828,2,0.0,0.11
55,0,“我希望美洲人民永远不再把国王的宝座搬到自己的土地上来”。“解放者的称号已经高于一切，因此我决不会降低身份去登上王位。”判断一下，说这番话的应是____ A. 玻利瓦尔 B. 克伦威尔 C. 伊达尔哥 D. 圣马丁 答案：,,B,,B,llama-7b-hf,784,782,2,0.0,0.11
56,0,我国历史上，管形火器出现是在____ A. 五代时期 B. 北宋时期 C. 南宋时期 D. 元朝时期 答案：,,C,,C,llama-7b-hf,705,703,2,0.0,0.09
57,0,我国经济特区和香港，澳门特别行政区的最大区别在于____ A. 主权归属不同 B. 外交政策不同 C. 社会制度不同 D. 经济政策不同 答案：,,C,,C,llama-7b-hf,735,733,2,0.0,0.1
58,0,"1958年，“左”的错误开始泛滥的原因是____  ①社会主义建设缺乏经验  ②对国情认识不清  ③中苏关系恶化  ④急于求成 A. ①②③④ B. ①②③ C. ①③④ D. ①②④ 答案：",,C,,C,llama-7b-hf,794,792,2,0.0,0.1
59,0,《马关条约》中对中国民族资本主义发展阻碍最大的一条是____ A. 赔款白银二亿两 B. 清政府割辽东半岛台湾给日本 C. 允许日本在中国开设工厂 D. 增辟通商口岸 答案：,,C,,C,llama-7b-hf,770,768,2,0.0,0.09
60,0,香港媒体在评论中国收回香港时说：“收回香港这篇文章，是邓小平的天才创造。”这里的“天才创造”是指____ A. 维护中华民族的根本利益 B. 尊重历史与现实 C. “一国两制”构想 D. 香港的顺利回归 答案：,,C,,C,llama-7b-hf,773,771,2,0.0,0.11
61,0,下列人物被尊称为中华民族“人文初祖”的是____ A. 蚩尤 B. 炎帝 C. 黄帝 D. 嫘祖 答案：,,C,,C,llama-7b-hf,711,709,2,0.0,0.1
62,0,自称是唐朝皇帝外甥的少数民族首领是下列哪个民族的____？ A. 吐蕃 B. 回鹘 C. 突厥 D. 南诏 答案：,,C,,C,llama-7b-hf,720,718,2,0.0,0.09
63,0,僧人都有法号，“西天取经”的陈祎，法号是____。 A. 三藏 B. 玄奘 C. 鉴真 D. 一行 答案：,,C,,C,llama-7b-hf,708,706,2,0.0,0.09
64,0,坦克武器最可能首先出现在哪一次战争？____。 A. 拿破仑对外战争 B. 美国独立战争 C. 第一次世界大战 D. 第二次世界大战 答案：,,C,,C,llama-7b-hf,743,741,2,0.0,0.1
65,0,我国进入社会主义初级阶段的标志是____ A. 新中国成立 B. 三大改造完成 C. 土地改革完成 D. 人民公社成立 答案：,,C,,C,llama-7b-hf,714,712,2,0.0,0.09
66,0,哪位诗人的诗被誉为“诗史”？____ A. 李白 B. 杜甫 C. 白居易 D. 李杜 答案：,,B,,B,llama-7b-hf,710,708,2,0.0,0.09
67,0,第二次工业革命给英国社会生活带来了重大变化，下列不符合实际情况的是____。 A. 汽车在马路上奔驰 B. 人们可以坐火车外出 C. 电灯照亮了千家万户 D. 手机成为重要的通讯工具 答案：,,C,,C,llama-7b-hf,770,768,2,0.0,0.09
68,0,小说《三国演义》.《水浒传》.《西游记》的共同点是____ A. 都是神话小说 B. 都揭露了封建统治者的腐朽没落 C. 都成书于元末明初 D. 都反映了明朝封建专制制度的残酷 答案：,,C,,C,llama-7b-hf,765,763,2,0.0,0.1
69,0,下列画面不应该在电视剧《贞观长歌》中出现的是____ A. 扩充国学规模 B. 鉴真东渡日本 C. 文成公主入藏 D. 玄奘西行天竺 答案：,,C,,C,llama-7b-hf,735,733,2,0.0,0.1
70,0,恩格斯说：“意大利是一个典型的国家，自从现代世界的曙光在那里升起的那个时代以来，它产生过许多伟大人物”。这里的“现代世界的曙光”是指____ A. 宗教改革 B. 新航路开辟 C. 文艺复兴 D. 工业革命 答案：,,B,,B,llama-7b-hf,776,774,2,0.0,0.1
71,0,在中国近代史上有一个国家，马克思曾经说它在中国“不花费一文钱，不出一兵一卒，而能比任何一个参战国得到更多的好处。”这个国家是____。 A. 英国 B. 法国 C. 美国 D. 俄国 答案：,,C,,C,llama-7b-hf,754,752,2,0.0,0.09
72,0,1954年中国民主与法制建设的重要内容是____ A. 制定了《共同纲领》 B. 开展了土地改革运动 C. 召开全国人大颁布了第一部宪法 D. 进行了三大改造 答案：,,C,,C,llama-7b-hf,740,738,2,0.0,0.09
73,0,《资治通鉴》记载的是____ A. 从传说中的黄帝到五代的历史 B. 从传说中的黄帝到北宋的历史 C. 从战国到五代的历史 D. 从战国到北宋的历史 答案：,,C,,C,llama-7b-hf,743,741,2,0.0,0.1
74,0,"新中国成立后，我国农村生产关系经历四次变革，按先后顺序排列正确的是____    ①土地改革   ②人民公社 ③家庭联产承包责任制 ④农业生产合作化 A. ①②③④ B. ①②④③ C. ①④②③ D. ①③②④ 答案：",,C,,C,llama-7b-hf,820,818,2,0.0,0.11
75,0,"国民革命军北伐的主要对象军阀是____  ①张作霖                            ②袁世凯 ③孙传芳                            ④吴佩孚 A. ①②③ B. ②③④ C. ①②④ D. ①③④ 答案：",,B,,B,llama-7b-hf,776,774,2,0.0,0.1
76,0,现代工业崛起的标志是____。 A. 电力的广泛使用 B. 蒸汽成为工业生产和社会生活的主要能源 C. 棉花时代的到来 D. “电气时代”和“钢铁时代”的到来 答案：,,C,,C,llama-7b-hf,745,743,2,0.0,0.1
77,0,历史兴趣小组的同学要去实地考查辛亥革命的首发地，他们应该去____。 A. 南京 B. 上海 C. 北京 D. 武昌 答案：,,C,,C,llama-7b-hf,719,717,2,0.0,0.1
78,0,俄国十月革命爆发于公历____。 A. 2月 B. 3月 C. 10月 D. 11月 答案：,,C,,C,llama-7b-hf,699,697,2,0.0,0.09
79,0,"在下面外国侵略者发动的侵华战争中，哪几次攻进了北京城，并大肆抢劫？____  ①鸦片战争                          ②第二次鸦片战争   ③甲午中日战争                      ④八国联军侵华战争 A. ①② B. ②④ C. ②③ D. ③④ 答案：",,C,,C,llama-7b-hf,820,818,2,0.0,0.11
80,0,通过公私合营，我国基本上解决了工人阶级与资产阶级的矛盾，时间是在____ A. 1949年 B. 1951年 C. 1953年 D. 1956年底 答案：,,C,,C,llama-7b-hf,746,744,2,0.0,0.09
81,0,你若想了解中国文学史上的第一篇幅白话小说，应该阅读____。 A. 《文学改良刍议》 B. 《狂人日记》 C. 《文学革命论》 D. 《新青年》 答案：,,A,,A,llama-7b-hf,739,737,2,0.0,0.1
82,0,在右图所示的残垣断壁是历史上哪一次侵华战争的见证____。 A. 鸦片战争 B. 第二次鸦片战争 C. 甲午中日战争 D. 八国联军侵华战争 答案：,,C,,C,llama-7b-hf,763,761,2,0.0,0.1
83,0,俄国十月革命与以往革命的首要不同点是____。 A. 是第一次获得胜利的无产阶级革命 B. 是推翻了旧的统治阶级的社会革命 C. 有广泛群众基础的革命 D. 建立新的政治制度的革命 答案：,,C,,C,llama-7b-hf,779,777,2,0.0,0.11
84,0,《辛丑条约》中，最能反映清政府完全成为帝国主义统治中国的工具的一项规定是____ A. 赔款4.5亿两白银 B. 拆毁大沽炮台 C. 严禁人民参加反帝活动 D. 划定北京东交民巷为使馆界 答案：,,C,,C,llama-7b-hf,780,778,2,0.0,0.1
85,0,"下列科技成就中，属于我国科技工作者在文革期间排除错误路线干扰，坚持科学探索而取得的是____  ①	第一颗原子弹爆炸成功  ②第一颗人造卫星发射升空 ③首次育成籼型杂交水稻   ④成功发射第一艘无人飞船 A. ①② B. ②③ C. ③④ D. ①④ 答案：",,C,,C,llama-7b-hf,842,840,2,0.0,0.11
86,0,唐朝的哪座城市，既是当时各民族交往的中心，又是一座国际性的大都市____？ A. 洛阳 B. 长安 C. 扬州 D. 成都 答案：,,C,,C,llama-7b-hf,726,724,2,0.0,0.09
87,0,18世纪中期，英国手工工场的生产供不应求，这是因为____ A. 英国殖民地遍及世界各地，市场不断扩大 B. 英国本土资源丰富 C. 圈地运动提供了充足的廉价劳动 D. 殖民掠夺使英国获得了大量钱财 答案：,,C,,C,llama-7b-hf,788,786,2,0.0,0.11
88,0,1861年颁布废除农奴制法令的俄国沙皇是____ A. 彼得一世 B. 亚历山大二世 C. 尼古拉一世 D. 尼古拉二世 答案：,,C,,C,llama-7b-hf,729,727,2,0.0,0.1
89,0,在计划经济时代，物资严重匮乏。为缓和供应的紧张，国家对生产和供应加以控制。改革开放以后党提出建立社会主义市场经济体制，物资越来越丰富，购物的各种票证也相继取消。该体制的提出是在____ A. 中共十二大 B. 中共十三大 C. 中共十一届三中全会 D. 中共十四大 答案：,,C,,C,llama-7b-hf,825,823,2,0.0,0.11
90,0,建国以来一场深刻的思想解放运动是____ A. “两个凡是”方针的提出 B. 关于真理标准问题的讨论 C. 全国科学大会的召开 D. 拨乱反正的深入 答案：,,C,,C,llama-7b-hf,740,738,2,0.0,0.09
91,0,假如你生活在19世纪初期的英国，你无法享受到的生活方式是____。 A. 穿印度的棉衣 B. 打电话聊天 C. 吃美洲产的玉米 D. 喝中国产的茶叶 答案：,,C,,C,llama-7b-hf,751,749,2,0.0,0.1
92,0,"下列重大事件按事件顺序排列正确的是____  ①十一届三中全会的召开 ②恢复中国在联合国的合法地位 ③中日建立外交关系 ④中美两国正式建立外交关系 A. ①②③④ B. ②①④③ C. ②③①④ D. ②③④① 答案：",,C,,C,llama-7b-hf,806,804,2,0.0,0.11
93,0,青年历史学者袁腾飞在央视《百家讲坛》节目中主讲《两宋风云》。下列有关两宋历史说法不正确的一项是____ A. 北宋与契丹族建立的辽和党项族建立的西夏并立 B. 两宋时期，我国经济重心从黄河流域转移到长江流域 C. 北宋史学家司马光主编的《资治通鉴》是我国第一部纪传体通史 D. 北宋大画家张择端的《清明上河图》是风俗画的代表作 答案：,,C,,C,llama-7b-hf,872,870,2,0.0,0.11
94,0,毛主席的诗词“一桥飞架南北，天堑变通途”的“一桥”指____ A. 南京长江大桥 B. 钱塘江大桥 C. 武汉长江大桥 D. 上海浦东大桥 答案：,,A,,A,llama-7b-hf,740,738,2,0.0,0.09
95,0,在美国首都华盛顿的某纪念塔内，有一块中国清政府赠送的石碑，上面有这样一段文字“……起事勇于胜广，割据雄于曹刘。既已提三尺剑，开疆万里，乃不僭位号、不伟子孙，而创为推举之法，几于天下为公，浸浸乎三代之遗志。”它描述的人物是____ A. 华盛顿 B. 林肯 C. 杰斐逊 D. 潘恩 答案：,,C,,C,llama-7b-hf,867,865,2,0.0,0.12
96,0,现在各国人把中国人称为“唐人”的原因是____。 A. 中国人是唐朝人的后代 B. 唐朝在世界上享有较高的声望 C. 唐朝时中国才开始对外交往 D. 中国人具有很高的制糖技术 答案：,,C,,C,llama-7b-hf,756,754,2,0.0,0.09
97,0,15—17世纪，欧洲许多冒险家多次进行海外探险，促使了新航路的开辟。新航路开辟的经济根源是____ A. 商品经济发展需要扩大对外市场 B. 中国的罗盘针传入欧洲 C. 欧洲人狂热追求黄金等财富 D. 航海造船技术的发展 答案：,,C,,C,llama-7b-hf,807,805,2,0.0,0.11
98,0,我国每年的“禁毒宣传月”从6月3日开始，这是因为历史上的这一天一位民族英雄领导人民取得了禁烟斗争的伟大胜利，这位民族英雄是____ A. 魏源 B. 关天培 C. 道光帝 D. 林则徐 答案：,,A,,A,llama-7b-hf,769,767,2,0.0,0.1
99,0,20世纪中后期，有位美国驻联合国代表曾就一件大事发表感慨：“这是联合国历史上的转折点”。这个“转折点”是 ____ A. 1949年中华人民共和国成立 B. 1971年中国恢复联合国合法席位 C. 1972年中日建交 D. 1979年中美建交 答案：,,C,,C,llama-7b-hf,790,788,2,0.0,0.11
100,0,近代史上，实际掌握清朝最高统治权力时间最长是____。 A. 咸丰皇帝 B. 慈禧太后 C. 光绪帝 D. 道光帝 答案：,,C,,C,llama-7b-hf,724,722,2,0.0,0.09
101,0,当前我国提出了振兴东北老工业基地的战略，东北老工业基地是____在形成的。 A. 解放战争期间 B. 第一个五年计划期间 C. 文化大革命时期 D. 改革开放时期 答案：,,C,,C,llama-7b-hf,746,744,2,0.0,0.09
102,0,唐朝实行的行政制度是：____ A. 郡县制 B. 科举制 C. 三省六部制 D. “羁縻州”制度 答案：,,C,,C,llama-7b-hf,703,701,2,0.0,0.09
103,0,标志着法国大革命结束的事件是____ A. 热月政变 B. 《人权宣言》的颁布 C. 雾月政变 D. 攻占巴士底狱 答案：,,B,,B,llama-7b-hf,730,728,2,0.0,0.09
104,0,中国有一座城市，它因近代史上有第一个不平等条约冠上自己的名字受辱，它是____。 A. 南京 B. 天津 C. 北京 D. 上海 答案：,,C,,C,llama-7b-hf,727,725,2,0.0,0.1
105,0,促使原始人过定居生活的主要因素是____ A. 自然环境的变化 B. 氏族公社的形成 C. 学会建造房屋 D. 原始农业的发展 答案：,,B,,B,llama-7b-hf,720,718,2,0.0,0.09
106,0,历史课外兴趣小组的同学准备办一期黑板报，宣传第二次工业革命，下列适合的标题是____。 A. 开辟新时代的“宣言” B. 引领时代的思考 C. 叩响现代文明的大门 D. 改变世界面貌的蒸汽革命 答案：,,C,,C,llama-7b-hf,789,787,2,0.0,0.11
107,0,19世纪中期后，推动资产阶级革命和改革成为时代潮流的根本因素是____ A. 西欧资本主义萌芽的出现 B. 工业革命的发展和影响 C. 无产阶级革命运动的兴起 D. 殖民地独立运动的高涨 答案：,,C,,C,llama-7b-hf,786,784,2,0.0,0.1
